"","stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"558","Organization and Culture","Is there a centralized portal where developers and application security professionals from different teams and business units are able to communicate and share information?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"559","Application Risk Profile","Do you classify applications according to business risk based on a simple and predefined set of questions?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"560","Application Risk Profile","Do you use centralized and quantified application risk profiles to evaluate business risk?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"561","Application Risk Profile","Do you regularly review and update the risk profiles for your applications?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"562","Threat Modeling","Do you identify and manage architectural design flaws with threat modeling?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"563","Threat Modeling","Do you use a standard methodology, aligned on your application risk levels?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"564","Threat Modeling","Do you regularly review and update the threat modeling methodology for your applications?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"565","Software Requirements","Do project teams specify security requirements during development?","Yes, for most or all of the applications",1,0.5,"I think and assume so.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"566","Software Requirements","Do you define, structure, and include prioritization in the artifacts of the security requirements gathering process?","NO ANSWER",0,0,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"567","Software Requirements","Do you use a standard requirements framework to streamline the elicitation of security requirements?","NO ANSWER",0,0,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"568","Supplier Security","Do stakeholders review vendor collaborations for security requirements and methodology?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"569","Supplier Security","Do vendors meet the security responsibilities and quality measures of service level agreements defined by the organization?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"570","Supplier Security","Are vendors aligned with standard security controls and software development tools and processes that the organization utilizes?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"571","Architecture Design","Do teams use security principles during design?","Yes, for most or all of the applications",1,0.5,NA,0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"572","Architecture Design","Do you use shared security services during design?","NO ANSWER",0,0,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"573","Architecture Design","Do you base your design on available reference architectures?","NO ANSWER",0,0,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"574","Technology Management","Do you evaluate the security quality of important technologies used for development?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"575","Technology Management","Do you have a list of recommended technologies for the organization?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"576","Technology Management","Do you enforce the use of recommended technologies within the organization?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"577","Build Process","Is your full build process formally described?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"578","Build Process","Is the build process fully automated?","No",0,0,NA,0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"579","Build Process","Do you enforce automated security checks in your build processes?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"580","Software Dependencies","Do you have solid knowledge about dependencies you're relying on?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"581","Software Dependencies","Do you handle 3rd party dependency risk by a formal process?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"582","Software Dependencies","Do you prevent build of software if it's affected by vulnerabilities in dependencies?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"583","Deployment Process","Do you use repeatable deployment processes?","Yes, for most or all of the applications",1,0.5,NA,0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"584","Deployment Process","Are deployment processes automated and employing security checks?","No",0,0,NA,0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"585","Deployment Process","Do you consistently validate the integrity of deployed artifacts?","NO ANSWER",0,0,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"586","Secret Management","Do you limit access to application secrets according to the least privilege principle?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"587","Secret Management","Do you inject production secrets into configuration files during deployment?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"588","Secret Management","Do you practice proper lifecycle management for application secrets?","NO ANSWER",0,NA,"I do not know.",0.5,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"589","Defect Tracking","Do you track all known security defects in accessible locations?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"590","Defect Tracking","Do you keep an overview of the state of security defects across the organization?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"591","Defect Tracking","Do you enforce SLAs for fixing security defects?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"592","Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"593","Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"594","Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"595","Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"596","Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"597","Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"598","Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"599","Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"600","Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"601","Control Verification","Do you test applications for the correct functioning of standard security controls?","Yes, most or all of them",1,0.5,"Mostly done in function test.",1,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"602","Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","Yes, most or all of them",1,0.5,"Mostly done in function test.",1,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"603","Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0,"I do not know.",1,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"604","Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,"I do not know.",1,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"605","Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,"I do not know.",1,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"606","Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","No",0,NA,"As far as I know.",1,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"607","Scalable Baseline","Do you scan applications with automated security testing tools?","Yes, most or all of them",1,0.5,NA,2,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"608","Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0.5,"I do not know.",2,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"609","Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","Yes, most or all of it",1,1,"We are currently working on running scans as part of CI/CD.",2,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"610","Deep Understanding","Do you manually review the security quality of selected high-risk components?","No",0,NA,"As far as I know.",2,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"611","Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","Yes, for most or all of the applications",1,NA,"During each main release.",2,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"612","Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","Yes, we improve it at least annually",1,NA,NA,2,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"613","Incident Detection","Do you analyze log data for security incidents periodically?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"614","Incident Detection","Do you follow a documented process for incident detection?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"615","Incident Detection","Do you review and update the incident detection process regularly?","NO ANSWER",0,0,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"616","Incident Response","Do you respond to detected incidents?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"617","Incident Response","Do you use a repeatable process for incident handling?","NO ANSWER",0,NA,"I do not know.",0,"easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
